"gene","entrez","tpm","ModelID","PatientID","CellLineName","StrippedCellLineName","DepmapModelType","OncotreeLineage","OncotreePrimaryDisease","OncotreeSubtype","OncotreeCode","LegacyMolecularSubtype","PatientMolecularSubtype","RRID","Age","AgeCategory","Sex","PatientRace","PrimaryOrMetastasis","SampleCollectionSite","SourceType","SourceDetail","TreatmentStatus","TreatmentDetails","GrowthPattern","OnboardedMedia","FormulationID","EngineeredModel","TissueOrigin","CCLEName","CatalogNumber","PlateCoating","ModelDerivationMaterial","PublicComments","WTSIMasterCellID","SangerModelID","COSMICID","LegacySubSubtype"
"OTC","5009",0,"ACH-000358","PT-XQlkPK","NCI-H69","NCIH69","SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","",NA,"CVCL_1579",55,"Adult","Male","caucasian","Metastatic","pleural_effusion","ATCC","ATCC","",NA,"Suspension","MF-001-001","RPMI + 10% FBS","",NA,"NCIH69_LUNG","HTB-119","None","","",1016,"SIDM01121",688027,""
"OTC","5009",0.0285691521967709,"ACH-001672","PT-4gdieL","Tera-2","TERA2","EMBCA","Testis","Non-Seminomatous Germ Cell Tumor","Embryonal Carcinoma","EMBCA","",NA,"CVCL_2777",22,"Adult","Male","","Metastatic","lung","ATCC","ATCC","",NA,"Adherent","MF-023-002","McCoy's 5A + 15% FBS","",NA,"TERA2_TESTIS","HTB-106","None","","",NA,"SIDM01142",NA,""
"OTC","5009",0,"ACH-001654","PT-2qao55","SK-GT-4","SKGT4","ESCA","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Esophageal Adenocarcinoma","ESCA","",NA,"CVCL_2195",89,"Adult","Male","","Primary","oesophagus","Sigma-Aldrich","Sigma-Aldrich","",NA,"Adherent","MF-001-003","RPMI + 10% FBS + 2mM Glutamine","",NA,"SKGT4_OESOPHAGUS","11012007","None","","",2164,"SIDM00483",1503365,""
"OTC","5009",0.0285691521967709,"ACH-001521","PT-thO68X","HKA-1","HKA1","CSCC","Skin","Cutaneous Squamous Cell Carcinoma","Cutaneous Squamous Cell Carcinoma","CSCC","",NA,"CVCL_2943",77,"Adult","Female","","Primary","skin","JCRB","JCRB","",NA,"Adherent","MF-002-009","DMEM + 20% FBS","",NA,"HKA1_SKIN","JCRB1017","None","","",NA,"",NA,"keratoacanthoma"
"OTC","5009",0,"ACH-000209","PT-xTQ9GQ","SNU-1079","SNU1079","IHCH","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","IHCH","",NA,"CVCL_5008",NA,"Unknown","Male","","Primary","biliary_tract","KCLB","KCLB","",NA,"Adherent","MF-001-005","RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate","",NA,"SNU1079_BILIARY_TRACT","SNU1079","None","","",NA,"SIDM00164",NA,"intrahepatic"
"OTC","5009",0,"ACH-001520","PT-vloZI6","HG-3","HG3","BLL","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL","",NA,"CVCL_Y547",70,"Adult","Male","","Primary","haematopoietic_and_lymphoid_tissue","DSMZ","DSMZ","",NA,"Adherent","MF-001-001","RPMI + 10% FBS","",NA,"HG3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","","None","","",NA,"",NA,"b_cell"
"OTC","5009",0,"ACH-000213","PT-Fn6aO6","HUP-T4","HUPT4","PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","",NA,"CVCL_1300",60,"Adult","Male","asian","Metastatic","ascites","DSMZ","DSMZ","",NA,"Adherent","MF-003-001","AlphaMEM + 10% FBS","",NA,"HUPT4_PANCREAS","AC 223","None","","",618,"SIDM00531",907286,"exocrine_adenocarcinoma"
"OTC","5009",0.0285691521967709,"ACH-001610","PT-WoVaBP","NP 5","NP5","GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","",NA,"CVCL_1R17",27,"Adult","Male","","Primary","central_nervous_system","JCRB","JCRB","",NA,"Adherent","MF-002-001","DMEM + 10% FBS","",NA,"NP5_CENTRAL_NERVOUS_SYSTEM","JCRB1569","None","","",NA,"",NA,"glioblastoma"
"OTC","5009",0.0285691521967709,"ACH-001408","PT-uUFQYJ","UM-UC-14","UMUC14","UCU","Bladder/Urinary Tract","Urethral Cancer","Urethral Urothelial Carcinoma","UCU","",NA,"CVCL_2747",NA,"Unknown","Male","","Metastatic","urinary_tract","Sigma-Aldrich","Sigma-Aldrich","",NA,"Adherent","MF-015-002","EMEM + 10% FBS + 2mM Glutamine + 100uM NEAA","",NA,"UMUC14_URINARY_TRACT","","None","","",NA,"",NA,"bladder_transitional_cell"
"OTC","5009",0,"ACH-000991","PT-pBOr7s","SNU-81","SNU81","COAD","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD","",NA,"CVCL_5098",53,"Adult","Male","asian","Primary","Colon","KCLB","KCLB","",NA,"Adherent","MF-001-005","RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate","",NA,"SNU81_LARGE_INTESTINE","81","None","","",697,"SIDM00193",1660036,""
"OTC","5009",0,"ACH-001412","PT-IRdqMO","UM-UC-10","UMUC10","BLCA","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA","",NA,"CVCL_2744",NA,"Unknown","Male","","Primary","urinary_tract","Sigma-Aldrich","Sigma-Aldrich","",NA,"Adherent","MF-015-002","EMEM + 10% FBS + 2mM Glutamine + 100uM NEAA","",NA,"UMUC10_URINARY_TRACT","8090506","None","","",NA,"",NA,"bladder_transitional_cell"
"OTC","5009",0,"ACH-000331","PT-ThvuiE","IST-MES2","ISTMES2","PLEMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","PLEMESO","",NA,"CVCL_1312",71,"Adult","Male","caucasian","","pleural_effusion","ICLC","ICLC","",NA,"Adherent","MF-002-012","DMEM + 10% FBS + 2mM Glutamine + 100uM NEAA","",NA,"ISTMES2_PLEURA","HTL01007","None","","",NA,"",NA,""
"OTC","5009",0,"ACH-001407","PT-SuuJak","UM-UC-13","UMUC13","BLCA","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA","",NA,"CVCL_2746",NA,"Unknown","Male","","Metastatic","lymph_node","Sigma-Aldrich","Sigma-Aldrich","",NA,"Adherent","MF-015-002","EMEM + 10% FBS + 2mM Glutamine + 100uM NEAA","",NA,"UMUC13_URINARY_TRACT","8090508","None","","",NA,"",NA,"bladder_transitional_cell"
"OTC","5009",0.0565835283663675,"ACH-000580","PT-Dlqu1U","C32","C32","MEL","Skin","Melanoma","Melanoma","MEL","",NA,"CVCL_1097",53,"Adult","Male","caucasian","Primary","skin","ATCC","ATCC","",NA,"Adherent","MF-015-001","EMEM + 10% FBS","",NA,"C32_SKIN","CRL-1585","None","","",2242,"SIDM00890",906830,"amelanotic"
"OTC","5009",0.0976107966264223,"ACH-000594","PT-lo0Jdx","DMS 153","DMS153","SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","",NA,"CVCL_1175",44,"Adult","Male","caucasian","Metastatic","liver","ATCC","ATCC","",NA,"Mixed","","","",NA,"DMS153_LUNG","","None","","",NA,"",NA,""
"OTC","5009",0,"ACH-000684","PT-wbA1oa","KMRC-1","KMRC1","CCRCC","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC","",NA,"CVCL_2983",NA,"Adult","Male","","Primary","kidney","HSRRB","HSRRB","",NA,"Adherent","MF-002-001","DMEM + 10% FBS","",NA,"KMRC1_KIDNEY","JCRB1010","None","","",1514,"SIDM00611",1298168,"clear_cell"
"OTC","5009",0,"ACH-000742","PT-i0Kb8s","DM-3","DM3","ZFIBLUN","Fibroblast","Non-Cancerous","Fibroblast, Lung","","",NA,"CVCL_2019",62,"Adult","Male","","","fibroblast","DSMZ","DSMZ","",NA,"Adherent","","","",NA,"DM3_FIBROBLAST","","None","","",NA,"SIDM01505",NA,""
"OTC","5009",0,"ACH-000868","PT-Js0sCN","HCC-1195","HCC1195","LUAS","Lung","Non-Small Cell Lung Cancer","Lung Adenosquamous Carcinoma","LUAS","",NA,"CVCL_5127",47,"Adult","Male","black_or_african_american","Primary","lung","KCLB","KCLB","",NA,"Adherent","MF-001-005","RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate","",NA,"HCC1195_LUNG","71195","None","","",NA,"",NA,"NSCLC_adenosquamous"
"OTC","5009",0,"ACH-000732","PT-mK3rFG","PE/CA-PJ41 (clone D2)","PECAPJ41CLONED2","OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","",NA,"CVCL_2680",67,"Adult","Female","","Primary","upper_aerodigestive_tract","ECACC","ECACC","",NA,"Adherent","MF-005-002","IMDM + 10% FBS + 2mM Glutamine","",NA,"PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT","98020207","None","","",NA,"",NA,"oral"
"OTC","5009",0.01435529297707,"ACH-001481","PT-GWiky5","CHLA-90","CHLA90","NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","",NA,"CVCL_6610",8,"Pediatric","Male","","Metastatic","autonomic_ganglia","Academic lab","Bernstein (Icahn School of Medicine at Mount Sinai)","",NA,"Adherent","MF-005-005","IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium","",NA,"CHLA90_AUTONOMIC_GANGLIA","","None","","",NA,"",NA,""
"OTC","5009",0.0565835283663675,"ACH-000429","PT-hu5eOQ","A-704","A704","RCC","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC","",NA,"CVCL_1065",78,"Adult","Male","","Primary","kidney","ATCC","ATCC","",NA,"Adherent","MF-006-001","MEM + 10% FBS","",NA,"A704_KIDNEY","HTB-45","None","","",949,"SIDM00849",910920,""
"OTC","5009",0,"ACH-000310","PT-2Urqss","IMR-32","IMR32","NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","MYCN_amp",NA,"CVCL_0346",1,"Pediatric","Male","caucasian","Metastatic","abdomen","ATCC","ATCC","",NA,"Adherent","MF-006-001","MEM + 10% FBS","",NA,"IMR32_AUTONOMIC_GANGLIA","","None","","",NA,"SIDM00226",NA,""
"OTC","5009",0.0426443374084937,"ACH-002475","PT-gjpFPM","HAP1","HAP1","CMLBCRABL1","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","CMLBCRABL1","BCR-ABL1 positive",NA,"CVCL_Y019",40,"Adult","Male","","","bone_marrow","Horizon Discovery","Horizon Discovery","",NA,"Adherent","MF-005-001","IMDM + 10% FBS","genetic knockout",NA,"HAP1_ENGINEERED","","None","","Engineered haploid line",NA,"",NA,""
"OTC","5009",0,"ACH-000643","PT-wBDiHn","HDQ-P1","HDQP1","IDC","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC","basal_A",NA,"CVCL_2067",50,"Adult","Female","caucasian","Primary","breast","DSMZ","DSMZ","",NA,"Adherent","MF-002-001","DMEM + 10% FBS","",NA,"HDQP1_BREAST","ACC-494","None","","",743,"SIDM01062",1290922,"ERneg_HER2neg"
"OTC","5009",0.0285691521967709,"ACH-000234","PT-A9d4DI","Caki-2","CAKI2","PRCC","Kidney","Renal Cell Carcinoma","Papillary Renal Cell Carcinoma","PRCC","",NA,"CVCL_0235",69,"Adult","Male","caucasian","Primary","kidney","ATCC","ATCC","",NA,"Adherent","MF-023-001","McCoy's 5A + 10% FBS","",NA,"CAKI2_KIDNEY","HTB-47","None","","",NA,"",NA,"clear_cell"
"OTC","5009",0,"ACH-001498","PT-5d2l7D","Farage","FARAGE","GCB","Lymphoid","Mature B-Cell Neoplasms","Germinal Center B-Cell Type","GCB","",NA,"CVCL_3302",70,"Adult","Female","","Metastatic","lymph_node","ATCC","ATCC","",NA,"Suspension","MF-001-001","RPMI + 10% FBS","",NA,"FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CRL-2630","None","","",1772,"SIDM00859",1297449,"b_cell"
"OTC","5009",0,"ACH-000896","PT-bDT6oy","647-V","647V","BLCA","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA","",NA,"CVCL_1049",59,"Adult","Male","","Primary","urinary_tract","DSMZ","DSMZ","",NA,"Adherent","MF-002-015","DMEM + 15% FBS + 2mM Glutamine","",NA,"647V_URINARY_TRACT","414","None","","",2061,"SIDM00983",906797,""
"OTC","5009",0,"ACH-000203","PT-9PJrBN","NH-6","NH6","NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","MYCN_amp",NA,"CVCL_1606",0,"Pediatric","Female","","Metastatic","autonomic_ganglia","HSRRB","HSRRB","",NA,"Adherent","MF-001-001","RPMI + 10% FBS","",NA,"NH6_AUTONOMIC_GANGLIA","","None","","",NA,"",NA,""
"OTC","5009",0,"ACH-001607","PT-yeY4QM","NOZ","NOZ","GBAD","Biliary Tract","Intracholecystic Papillary Neoplasm","Gallbladder Adenocarcinoma, NOS","GBAD","",NA,"CVCL_3079",48,"Adult","Female","","Metastatic","ascites","JCRB","JCRB","",NA,"Adherent","MF-022-001","William's E medium + 10% FBS","",NA,"NOZ_LIVER","JCRB1033","None","","",NA,"",NA,""
"OTC","5009",0.0285691521967709,"ACH-001441","PT-jIJ6sz","92-1","921","UM","Eye","Ocular Melanoma","Uveal Melanoma","UM","",NA,"CVCL_8607",76,"Adult","Female","","Metastatic","uvea","Sigma-Aldrich","Sigma-Aldrich","",NA,"Adherent","MF-001-003","RPMI + 10% FBS + 2mM Glutamine","",NA,"921_UVEA","13012458","None","","",NA,"",NA,""
"OTC","5009",0,"ACH-000112","PT-SHvyVR","SIG-M5","SIGM5","AMOL","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","AMOL","",NA,"CVCL_1694",63,"Adult","Male","","","bone_marrow","DSMZ","DSMZ","",NA,"Suspension","MF-005-001","IMDM + 10% FBS","",NA,"SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","","None","","",656,"SIDM00396",909715,"M5"
"OTC","5009",0.01435529297707,"ACH-000874","PT-eEEvwF","RS4;11","RS411","BLL","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL","",NA,"CVCL_0093",32,"Adult","Female","caucasian","Primary","bone_marrow","ATCC","ATCC","",NA,"Suspension","MF-001-001","RPMI + 10% FBS","",NA,"RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","","None","","",862,"SIDM01086",909703,"b_cell"
"OTC","5009",0,"ACH-000186","PT-w40Tnr","NCI-H2444","NCIH2444","NSCLC","Lung","Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer","NSCLC","",NA,"CVCL_1552",NA,"Unknown","Male","","Primary","lung","ATCC","ATCC","",NA,"Adherent","MF-001-001","RPMI + 10% FBS","",NA,"NCIH2444_LUNG","CRL-5945","None","","",1538,"SIDM00723",1298356,""
"OTC","5009",0.0285691521967709,"ACH-002780","PT-wlbuKV","NCC-ES1-C1","NCCES1C1","ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","",NA,"CVCL_UK81",31,"Adult","Male","","Primary","Unknown","Academic lab","Kondo (National Cancer Center Tokyo)","",NA,"Suspension","MF-007-006","DMEM:F12 + GlutaMAX media (cat no. 10565042 500mL Thermo Fisher) + 10% FBS","",NA,"NCCES1C1_BONE","","None","","Patient-derived model",NA,"",NA,""
"OTC","5009",0,"ACH-000677","PT-Z9x3iF","SW 1573","SW1573","LUAD","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD","",NA,"CVCL_1720",44,"Adult","Female","caucasian","Primary","lung","ATCC","ATCC","",NA,"Adherent","MF-021-001","L-15 + 10% FBS","",NA,"SW1573_LUNG","CRL-2170","None","","",849,"SIDM01163",724878,"NSCLC_adenocarcinoma"
"OTC","5009",0.0565835283663675,"ACH-000055","PT-xKYZGz","D283 Med","D283MED","MBL","CNS/Brain","Embryonal Tumor","Medulloblastoma","MBL","MYC_exp",NA,"CVCL_1155",6,"Pediatric","Male","caucasian","Metastatic","abdomen","ATCC","ATCC","",NA,"Mixed","MF-006-001","MEM + 10% FBS","",NA,"D283MED_CENTRAL_NERVOUS_SYSTEM","HTB-185","None","","",1184,"SIDM00888",906834,"med_group_3"
"OTC","5009",3.38818953715608,"ACH-000485","PT-JcZulh","GSU","GSU","STAD","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD","",NA,"CVCL_8877",37,"Adult","Male","","Metastatic","ascites","RIKEN","RIKEN","",NA,"Mixed","MF-001-001","RPMI + 10% FBS","",NA,"GSU_STOMACH","RCB2278","None","","",NA,"",NA,""
"OTC","5009",0,"ACH-000672","PT-C7amr4","IA-LM","IALM","LCLC","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","LCLC","",NA,"CVCL_1302",68,"Adult","Male","asian","Metastatic","skin","RIKEN","RIKEN","",NA,"Adherent","MF-004-001","F12 + 10% FBS","",NA,"IALM_LUNG","RCB0554","None","","",1792,"SIDM00306",910779,"NSCLC_large_cell"
"OTC","5009",0.01435529297707,"ACH-000287","PT-dNbHpB","NU-DUL-1","NUDUL1","ABC","Lymphoid","Mature B-Cell Neoplasms","Activated B-cell Type","ABC","",NA,"CVCL_1877",43,"Adult","Male","caucasian","Metastatic","cerebrospinal_fluid","DSMZ","DSMZ","Unknown",NA,"Suspension","MF-001-017","RPMI + 15% FBS","",NA,"NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CRL-2969","None","","",95,"SIDM00443",1330982,"DLBCL"
"OTC","5009",0,"ACH-000784","PT-YTdWR1","KYSE-70","KYSE70","ESCC","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ESCC","",NA,"CVCL_1356",77,"Adult","Male","asian","Primary","oesophagus","DSMZ","DSMZ","",NA,"Adherent","MF-001-001","RPMI + 10% FBS","",NA,"KYSE70_OESOPHAGUS","ACC 363","None","","",2219,"SIDM01024",753576,""
"OTC","5009",0,"ACH-000530","PT-Dxq8HG","DMS 114","DMS114","SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","",NA,"CVCL_1174",68,"Adult","Male","caucasian","Primary","lung","ATCC","ATCC","",NA,"Adherent","MF-020-001","Waymouth's MB 752_1 + 10% FBS","",NA,"DMS114_LUNG","CRL-2066","None","","",1495,"SIDM00865",687983,""
"OTC","5009",0,"ACH-002024","PT-2Stxl0","ECC4","ECC4","READ","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","READ","",NA,"CVCL_1190",45,"Adult","Male","","Primary","large_intestine","RIKEN","RIKEN","",NA,"Adherent","MF-001-001","RPMI + 10% FBS","",NA,"ECC4_LARGE_INTESTINE","RCB0982","None","","",NA,"SIDM00069",NA,""
"OTC","5009",0,"ACH-000380","PT-n47XwC","KMS-12-BM","KMS12BM","PCM","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM","",NA,"CVCL_1334",64,"Adult","Female","","Primary","bone_marrow","DSMZ","DSMZ","",NA,"Suspension","MF-001-020","RPMI + 20% FBS","",NA,"KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACC 551","None","","",2087,"SIDM01020",907281,""
"OTC","5009",0,"ACH-001737","PT-qdQICQ","CTV-1-DM","CTV1DM","ATLL","Lymphoid","Mature T and NK Neoplasms","Adult T-Cell Leukemia/Lymphoma","ATLL","",NA,"CVCL_1150",NA,"Pediatric","Male","","Primary","haematopoietic_and_lymphoid_tissue","Academic lab","Kim Stegmaier (Broad)","",NA,"Suspension","MF-001-001","RPMI + 10% FBS","",NA,"CTV1DM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","","None","","",NA,"",NA,"t_cell"
"OTC","5009",0,"ACH-001400","PT-2KkY6l","SW 954","SW954","VSC","Vulva/Vagina","Squamous Cell Carcinoma of the Vulva/Vagina","Squamous Cell Carcinoma of the Vulva/Vagina","VSC","",NA,"CVCL_1732",86,"Adult","Female","","Primary","cervix","ATCC","ATCC","",NA,"Adherent","MF-021-001","L-15 + 10% FBS","",NA,"SW954_CERVIX","HTB-117","None","","",1182,"SIDM01157",924247,""
"OTC","5009",0.150559676575381,"ACH-001054","PT-HMzBz8","D458","D458","MBL","CNS/Brain","Embryonal Tumor","Medulloblastoma","MBL","MYC_amp",NA,"CVCL_1161",6,"Pediatric","Male","","Primary","central_nervous_system","Academic lab","Cho (Ohio State University)","",NA,"Mixed","MF-007-021","DMEM:F12 + 15% FBS","",NA,"D458_CENTRAL_NERVOUS_SYSTEM","","None","","",NA,"",NA,"med_group_3"
"OTC","5009",0.0285691521967709,"ACH-000009","PT-puKIyc","C2BBe1","C2BBE1","COAD","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD","",NA,"CVCL_1096",72,"Adult","Male","caucasian","Primary","Colon","ATCC","ATCC","",NA,"Adherent","MF-002-021","DMEM + 10% FBS + 0.01 mg/ml Transferrin","",NA,"C2BBE1_LARGE_INTESTINE","CRL-2102","None","","",2104,"SIDM01233",910700,""
"OTC","5009",0.150559676575381,"ACH-000491","PT-5GhHA6","NCI-H716","NCIH716","COAD","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD","",NA,"CVCL_1581",33,"Adult","Male","caucasian","Metastatic","ascites","ATCC","ATCC","",NA,"Mixed","MF-001-001","RPMI + 10% FBS","",NA,"NCIH716_LARGE_INTESTINE","","None","","",649,"SIDM00779",908458,""
"OTC","5009",0.0426443374084937,"ACH-001703","PT-jXERAO","VAL","VAL","DLBCLNOS","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS","",NA,"CVCL_1819",50,"Adult","Female","","Metastatic","bone_marrow","DSMZ","DSMZ","",NA,"Suspension","MF-001-001","RPMI + 10% FBS","",NA,"VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACC 586","None","","",2221,"SIDM00416",1331048,"DLBCL"
"OTC","5009",0,"ACH-000002","PT-5qa3uk","HL-60","HL60","AML","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML","",NA,"CVCL_0002",36,"Adult","Female","caucasian","Primary","haematopoietic_and_lymphoid_tissue","ATCC","ATCC","",NA,"Suspension","MF-005-001","IMDM + 10% FBS","",NA,"HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CCL-240","None","","",55,"SIDM00829",905938,"M3"
"OTC","5009",0.111031312388744,"ACH-001568","PT-QuhZbF","MM386","MM386","MEL","Skin","Melanoma","Melanoma","MEL","",NA,"CVCL_2607",NA,"Unknown","Male","","Metastatic","lymph_node","Sigma-Aldrich","Sigma-Aldrich","",NA,"Adherent","MF-001-004","RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES","",NA,"MM386_SKIN","CBA-1349","None","","",NA,"",NA,""
"OTC","5009",0,"ACH-000993","PT-MEVEw0","JHUEM-7","JHUEM7","UCEC","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC","",NA,"CVCL_4658",58,"Adult","Female","asian","Primary","endometrium","RIKEN","RIKEN","",NA,"Adherent","MF-007-018","DMEM:F12 + 10% FBS + 100uM NEAA","",NA,"JHUEM7_ENDOMETRIUM","RCB1677","None","","",NA,"",NA,""
"OTC","5009",0.0285691521967709,"ACH-002680","PT-UACtvx","170-MG-BA","170MGBA","GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","",NA,"CVCL_LM81",74,"Adult","Female","","Primary","central_nervous_system","DSMZ","DSMZ","",NA,"Adherent","MF-006-002","MEM + 10% FBS + 2mM Glutamine + 100uM NEAA","",NA,"170MGBA_CENTRAL_NERVOUS_SYSTEM","","None","","",NA,"",NA,"glioblastoma"
"OTC","5009",0,"ACH-000877","PT-Lz3i3Q","EB1","EB1","BL","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL","",NA,"CVCL_2027",9,"Pediatric","Female","black_or_african_american","Primary","bone","ATCC","ATCC","",NA,"Suspension","MF-001-001","RPMI + 10% FBS","",NA,"EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HTB-60","None","","",NA,"SIDM00862",NA,"b_cell_burkitt"
"OTC","5009",0,"ACH-000711","PT-K0vetf","JIMT-1","JIMT1","IDC","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC","basal_A",NA,"CVCL_2077",62,"Adult","Female","","Metastatic","pleural_effusion","DSMZ","DSMZ","",NA,"Adherent","MF-002-001","DMEM + 10% FBS","",NA,"JIMT1_BREAST","ACC 589","None","","",479,"SIDM01037",1298157,"ERneg_HER2pos"
"OTC","5009",0,"ACH-001515","PT-4kA9Xl","HCS-2","HCS2","CESC","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","CESC","",NA,"CVCL_2918",42,"Adult","Female","","Metastatic","cervix","JCRB","JCRB","",NA,"Adherent","MF-015-007","EMEM + 15% FBS","",NA,"HCS2_CERVIX","JCRB1203","None","","",NA,"",NA,""
"OTC","5009",0,"ACH-002847","PT-AFnHpd","YUHOIN","YUHOIN","MEL","Skin","Melanoma","Melanoma","MEL","",NA,"CVCL_J521",59,"Adult","Female","","Metastatic","sinonasal","Academic lab","Halaban (Yale)","",NA,"Adherent","MF-036-001","Opti-MEM + 5% FBS","",NA,"YUHOIN0650_Melanoma_Skin","","None","","",NA,"",NA,""
"OTC","5009",0.111031312388744,"ACH-000702","PT-ImJeys","L-1236","L1236","HL","Lymphoid","Hodgkin Lymphoma","Hodgkin Lymphoma","HL","",NA,"CVCL_2096",34,"Adult","Male","","","haematopoietic_and_lymphoid_tissue","DSMZ","DSMZ","",NA,"Suspension","MF-001-001","RPMI + 10% FBS","",NA,"L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","","None","","",408,"SIDM00313",1330935,""
"OTC","5009",0,"ACH-001020","PT-WLHxY0","BT-16","BT16","ATRT","CNS/Brain","Embryonal Tumor","Atypical Teratoid/Rhabdoid Tumor","ATRT","",NA,"CVCL_M156",2,"Pediatric","Male","","","brain","Academic lab","Roberts (St Jude Hospital)","",NA,"Adherent","MF-002-001","DMEM + 10% FBS","",NA,"BT16_SOFT_TISSUE","","None","","",NA,"",NA,""
"OTC","5009",0,"ACH-000600","PT-d0vDzs","SLR 26","SLR26","CCRCC","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC","",NA,"CVCL_V612",NA,"Unknown","Male","","Primary","kidney","Academic lab","Bill Kaelin (DFCI)","",NA,"Adherent","MF-001-001","RPMI + 10% FBS","",NA,"SLR26_KIDNEY","","None","","",NA,"",NA,""
"OTC","5009",0.0565835283663675,"ACH-000354","PT-MDCOET","Capan-1","CAPAN1","PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","",NA,"CVCL_0237",40,"Adult","Male","caucasian","Metastatic","liver","ATCC","ATCC","",NA,"Adherent","MF-005-004","IMDM + 20% FBS","",NA,"CAPAN1_PANCREAS","HTB-79","None","","",641,"SIDM00934",753624,"exocrine_adenocarcinoma"
